pos_in_book1,pos_in_book2,sentence_book1,sentence_book2,score,overlap_chars
2739,1550,وقال أبو يعقوب النبرجوري : الصدق موافقة الحنٌّ في السر والعلانية,وقال أبو يعقوب النهر جوري الصدق موافقة الحق في السر والعلانية,95,58
3204,1559,مشاهدته وإِنْ كانت لا تدهشك ولا تستغرقك » فإنها تميج ج الحياء منك » وقد,مشاهدته وإن كانت لا تدهشك ولا تستغرقك فإنها تهيج الحياء منك,95,58
3142,1089,وقال أيضًا : لو اجتمع الخلّق على أن يضعوني كاتضاعي عند نفسي »,وقال أبو سليمان لو اجتمع الخلق على أن يضعوني كاتضاعي عند نفسي ما قدروا عليه,95,54
4495,344,"اكلفوا من العمل ما تطيقون, فإن الله لا يمل حتى تملوا لق ا",(٤) حديث تكلفوا من العمل ما تطيقون فإن الله لا يمل حتى تملوا متفق عليه من حديث عائشة بلفظ اكلفوا,95,54
4539,1381,ما شبع آل محمد منذ قدم المدينة من طعام البرّ ثلاث ليال تباعًا,وقال حديث حسن وللشيخين من حديثها ما شبع آل محمد منذ قدم المدينة من طعام ثلاث ليال تباعا حتى قبض,95,54
1368,582,الفُضيل بن عياض : كفى بالله مُحبّا » وبالقرآن مؤنسًا » وبالموت واعظًا »,وقال الفضيل كفى بالله محباً وبالقرآن مؤنساً وبالموت واعظاً,95,50
2549,1505,قال ميمون بن مهران : « من لم يرض بالقضاء » فليس لحُمقه,وقال ميمون بن مهران من لم يرض بالقضاء فليس لحمقه دواء,95,47
2739,1550,فمساواة السريرة للعلانية أحدٌ أنواع الصدق,فإذن مساواة السريرة للعلانية أحد أنواع الصدق,95,40
1470,1,قال : اكتبوا له : « بسم الله الرحمن الرحيم,(١) بسم الله الرحمن الرحيم,95,23
1480,1,العُمرِي فيه : « بسم الله الرحمن الرحيم,(١) بسم الله الرحمن الرحيم,95,23
3435,1496,ومِنْ بعد هذا ما تدِقٌ صفائة,ومن بعد هذا ما تدق صفاته,95,23
3435,1496,وما كنْمُهُ أولى لديه وأعدل,وما كتمه أولى لديه وأعدل,95,23
3599,1,على ظهر الكتاب  : بسم الله الرحمن الرحيم,(١) بسم الله الرحمن الرحيم,95,23
4550,318,لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو المغيرة بن شعبة 2 81/١,(٢) حديث القول عقب الصلوات لَا إِلَهَ إِلَّا اللَّهُ وَحْدَهُ لَا شَرِيكَ لَهُ لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ وَهُوَ عَلَى كل شيء قدير متفق عليه من حديث المغيرة بن شعبة,94,70
2739,1550,وكان أبو عبد الرحمن الزاهد يقول : إلهي » عاملتٌ الناسر فيما بيني وبينهم,وكان أبو عبد الرحمن الزاهد يقول إلهي عاملت الناس فيما بيني وبينهم بالأمانة وعاملتك فيما بيني وبينك بالخيانة ويبكي,94,65
2359,456,التعال السبتية » فقال : أما أنا فلا أستعملها » ولكن إِنْ كان للطين فأرجو »,وقد سئل أحمد بن حنبل عن النعال السبتية فقال أما أنا فلا استعملها ولكن إن كان للطين فأرجو وأما من أراد الزينة فلا ومن ذلك أن عمر,94,63
999,168,"تتكشف أسرار الكلمات , فهذا حق القراءة » وهو حق الأذكار والتسبيحات",وَالصَّلَاةُ مِفْتَاحُ الْقُلُوبِ فِيهَا تَنْكَشِفُ أَسْرَارُ الْكَلِمَاتِ فَهَذَا حَقُّ الْقِرَاءَةِ وَهُوَ حَقُّ الْأَذْكَارِ وَالتَّسْبِيحَاتِ أَيْضًا,94,61
3427,1489,قال الثوري وبشر الحافي : لا يكره الموت إلا مريب ؛ لأ الحبيبٌ على,وقد كان الثوري وبشر الحافي يقولان لا يكره الموت إلا مريب لأن الحبيب على كل حال لا يكره لقاء حبيبه,94,58
3829,1610,الموت والقيامة والآخرة ثم ييكون » حتى كأن بين أيديهم جنازة,وكان عمر بن عبد العزيز يجمع كل ليلة الفقهاء فيتذا كرون الموت والقيامة والآخرة ثم يبكون حتى كأن بين أيديهم جنازة,94,55
809,5,رواه أبو داود والترمذي وابن ماجة وابن حبان في صحيحه,(٢) حديث العلماء ورثة الأنبياء أخرجه أبو داود والترمذي وابن ماجه وابن حبان في صحيحه من حديث أبي الدرداء,94,50
991,161,ومن عُلْرَ الحمّةِ في الصلاة مراعاةٌ المعاني الباطنة التي تتم بها حياةٌ الصلاة :,[بيان المعاني الباطنة التي تتم بها حياة الصلاة],94,42
1323,161,من الهمة في الصلاة مراعاة المعاني الباطنة التى تتم بها حياة الصلاة 814١,[بيان المعاني الباطنة التي تتم بها حياة الصلاة],94,42
2960,818,"ويا هذه , وجدت اسمي الذي أضْلَّه أهل البصرة » :",يَا مُرَائِي فَقَالَ يَا هَذِهِ وَجَدْتِ اسْمِي الذي أضله أهل البصرة,94,37
3483,818,"يا هذه , وجدت اسمي الذي أَضلّه أهل البصرة » 559",يَا مُرَائِي فَقَالَ يَا هَذِهِ وَجَدْتِ اسْمِي الذي أضله أهل البصرة,94,37
1459,711,"وعرف المنصور مذهبه » فلم يُجد عليه في روه""",وعرف المنصور مذهبه فلم يجد عليه في ذلك,94,35
3435,1496,إلى هله في السسّرٌ والصّوْن أَججمل,إلى أهله في السر والصون أجمل,94,27
4478,1500,تاهُوا بهِ عمِّنْ سواه له يا حسْنَ رؤيتهم في حُسْن ما تاهوا,يا حسن رؤيتهم في عز ما تاهوا,94,26
3422,1498,لكارمر من يحظى لديه السائل,لكلام من يحظى لديه السائل,94,24
3248,565,"أحدهم : فأوى إلى الله فاواه , وأما الآخر : فاستحيا فاستحيا الله منه » وأما",أَمَّا أَحَدُهُمْ فَأَوَى إِلَى اللَّهِ فَآوَاهُ اللَّهُ وَأَمَّا الثَّانِي فَاسْتَحْيَا فَاسْتَحْيَا اللَّهُ مِنْهُ وَأَمَّا الثَّالِثُ فَأَعْرَضَ فأعرض الله عنه(٩),93,64
3137,1100,فنحيتٌ نفسي عنه » فأخذ ثيابي فجرَّن إلى نفسه وقال لي : لِمّ تفعلون بي ما,قال ابن وهب جلست إلى عبد العزيز بن أبي رواد فمس فخذي فخذه فنحيت نفسي عنه فأخذ ثيابي فجرني إلى نفسه وقال لي لم تفعلون بي,93,60
3206,1562,"وإن كان في معصيته : فمراقبته بالتوبة » والندم » والإقلاع , والحياء »",وَإِنْ كَانَ فِي مَعْصِيَةٍ فَمُرَاقَبَتُهُ بِالتَّوْبَةِ وَالنَّدَمِ والإقلاع والحياء والاشتغال بالتفكر,93,57
3178,1293,"قال مطرّف بن عبد الله : لَأن أعافى فأشكُر , أحبٌ إل من أن أبتلى",وقال مطرف بن عبد الله لأن أعافى فأشكر أحب إلي من أن أبتلى فأصبر,93,55
4497,254,اللهم اجعل في قلبي نورًا وفي لساني نورّاء وفي بصري نورًا ابن عباس ١/٠,اللهم اجعل في قلبي نوراً وفي سمعي نوراً وفي بصري نوراً وفي لساني نوراً,93,54
2599,1577,أما الكفر الخفي : فهو ضعف إيمانك بيوم الحساب » وقلة معرقتك,أما الكفر الخفى فهو ضعف إيمانك بيوم الحساب وقلة معرفتك بعظم قدر الثواب والعقاب,93,53
1001,169,يرد الله سبحانه عليك سلامًا وافيًا بعدد عباده الصالحين » ثم تشهد له تعالى,ثُمَّ تَأْمُلُ أَنْ يَرُدَّ اللَّهُ سُبْحَانَهُ عَلَيْكَ سَلَامًا وَافِيًا بِعَدَدِ عِبَادِهِ الصَّالِحِينَ,93,52
3422,1498,جِوْف الظلام فمالهُ من عاؤِل,جوف الظلام فما له من عاذل,93,23
3435,1496,على أن للرحملن سِرًا يصوتُة,على أن للرحمن سراً يصونه,93,22
1519,1,« بسم الله الرحمنٍ الرحم :,(١) بسم الله الرحمن الرحيم,93,21
2585,1564,ثم النفسسٌ غريمٌ يمكن أن يستوفى منه الديون ؛ أمّا بعضها فبالغرامة,ثم النفس غريم يمكن أن يستوفى منه الديون أما بعضها فبالغرامة والضمان وبعضها برد عينه وبعضها,92,59
3206,1561,"فمراقبته في الطاعة : بالإخلاص , والكمال , ومراعاة الأدب » وحراستها",فمراقبته في الطاعة بِالْإِخْلَاصِ وَالْإِكْمَالِ وَمُرَاعَاةِ الْأَدَبِ وَحِرَاسَتِهَا عَنِ الْآفَاتِ,92,58
4348,987,رسول الله َيه : « ثلاث مُنجيات : خشية الله في السرّ والعلانية » والعدل,وقال صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ ثَلَاثٌ مُنْجِيَاتٌ خَشْيَةُ اللَّهِ فِي السِّرِّ وَالْعَلَانِيَةِ وَالْقَصْدُ فِي الْغِنَى والفقر والعدل في الرضا والغضب(٣),92,57
3205,1559,وقال الحسن : رحم الله عدا وقف عند همّه ؛ فإن كان لله مضى ع,وقال الحسن رحم الله تعالى عبداً وقف عند همه فإن كان لله مضى وإن كان لغيره تأخر,92,52
2373,452,له اين المبارك : إن نظرك في مثل هذا ضاق عليك الخبز,ابن المبارك إن نظرت في مثل هذا ضاق عليك الخبز,92,43
705,670,قام أبو عبيدة بن الجراح رضي الله عنه بدعوة الرُوميين إلى الإسلام,وقال أبو عبيدة بن الجراح رضي الله عنه,92,35
4368,3,وتركوا الأمر بالمعروف والنهي عن المنكر » ولم يهتموا بإقامة الحدود,[كتاب الأمر بالمعروف والنهي عن المنكر],92,34
1527,3,برك الأمر بالمعروف والنهي عن المنكر ؛ وذلك لأن الشيوخ بقؤا يُضربون,[كتاب الأمر بالمعروف والنهي عن المنكر],92,33
2009,3,الثوري إمام الدنيا في الأمر بالمعروف والنهي عن المنكر: يبول الدم,[كتاب الأمر بالمعروف والنهي عن المنكر],92,33
2778,3,والنفقة في العسر واليسر » وعلى الأمر بالمعروف والنهي عن المنكر » وأن,[كتاب الأمر بالمعروف والنهي عن المنكر],92,33
1574,3,"طويل في الأمر بالمعروف والنهي عن المنكر , مواجهًا به أهل المراتب",[كتاب الأمر بالمعروف والنهي عن المنكر],92,32
2217,1335,أحسنت ظنّك بلأيام إِذْ حلت ولم تخل سوء ما يأتي به القدَر,ولم تخف سوء ما يأتي به القدر,92,27
3434,1495,يرن الأعياد في الأوقات تجري له في كل يوم ألفْ عيدٍ,يرى الأعياد في الأوقات تجري,92,26
2300,1393,أخر جه أبو داود بإسناد جيد (20,أخرجه أبو داود بإسناد جيد,92,25
3435,1495,عراصًا بقرب الل في ظلل قُدْسِه,عراضا بقرب الله في ظل قدسه,92,24
3422,1498,ومن الدلائل أنْ يُرتى متقمًا,ومن الدلائل أن يرى متبسماً,92,23
3422,1498,طؤْعَ الحبيب وإنْ ألحّ العاؤل,طوع الحبيب وإن ألح العاذل,92,23
