pos_in_book1,pos_in_book2,sentence_book1,sentence_book2,score,overlap_chars
page:1,page:1,وحكايات المجتهدين غير محصورة » وفيما ذكرناه كفاية للمعتبر »,وحكايات المجتهدين غير محصورة وفيما ذكرناه كفاية للمعتبر,100,55
page:1,page:1,فمِنَ اعتدال هذه الأصول الأربعة تصدر الأخلاق الجميلة كلها,فَمِنِ اعْتِدَالِ هَذِهِ الْأُصُولِ الأربعة تصدر الأخلاق الجميلة كلها,100,55
page:1,page:1,وقال زياد النمري : الزاهد بغيّر تواضع كالشجرة التي لا تثمر,وقال زياد النمري الزاهد بغير تواضع كالشجرة التي لا تثمر,100,55
page:1,page:1,ترقيق قلبك وتجديد خشوعك » وتستشعر ذلك » وعزَّ مولاك واتضاعك,ثُمَّ تَسْتَأْنِفَ لَهُ ذُلًّا وَتَوَاضُعًا بِرُكُوعِكَ وَتَجْتَهِدَ في ترقيق قلبك وتجديد خُشُوعَكَ وَتَسْتَشْعِرَ ذَلِكَ وَعِزَّ مَوْلَاكَ وَاتِّضَاعَكَ وَعُلُوَّ رَبِّكَ,100,53
page:1,page:1,واستشعر شكر الله سبحانه على توفيقه لإتمام هذه الطاعة » وتوهم,وَاسْتَشْعِرْ شُكْرَ اللَّهِ سُبْحَانَهُ عَلَى تَوْفِيقِهِ لِإِتْمَامِ هَذِهِ الطاعة,100,52
page:1,page:1,ويقال : مّن يرى لنفسه قيمة » فليس له من التواضع نصيب,ويقال من يرى لنفسه قيمة فليس له من التواضع نصيب,100,47
page:1,page:1,"يبلغه » ثم تسلم على نفسك وعلى جميع عباد الله الصالحين , ثم تأمل أن",ثُمَّ تُسَلِّمُ على نفسك وعلى جميع عِبَادِ اللَّهِ الصَّالِحِينَ,100,45
page:1,page:1,وفات ابن أبي ربيعة ركعتا الفجر فأعتق رقبة,وفات ابن أبى ربيعة ركعتا الفجر فاعتق رقبة,100,41
page:1,page:1,وجماعة كانت تصفر وجوههم وترتعد فرائصهم,وجماعة كانت تصفر وجوههم وترتعد فرائصهم,100,38
page:1,page:1,بالإجابة » وأشرك في دعائك أبويك وسائر المؤمنين » واقصد - عند التسلم -,وَأَشْرِكْ فِي دُعَائِكَ أَبَوَيْكَ وَسَائِرَ الْمُؤْمِنِينَ,100,35
page:1,page:1,أنا النبي لا كذب أنا ابن عبد المطلب,أَنَا النَّبِيُّ لَا كَذِبْ أَنَا ابْنُ عبد المطلب,100,35
page:1,page:1,أفضل الجهاد: كلمة حق عند سلطان جائر,وقال صلى الله عليه وسلم أفضل الجهاد كلمة حق عند سلطان جائر(٢),100,34
page:1,page:1,المقام الأَوّلُ من المرابطة : المُشَارَطّة :,[المقام الأول من المرابطة: المشارطة],100,33
page:1,page:1,المقام الأول من المرابطة : المشارطة 0,[المقام الأول من المرابطة: المشارطة],100,33
page:1,page:1,قال : فقال الحجاج : ضعوا عليه العذاب,قال فقال الحجاج ضعوا عليه العذاب,100,32
page:1,page:1,سروره بالمصيبة مِثْل سروره بالنعمة,تعالى قالت إذا كان سروره بالمصيبة مثل سروره بالنعمة,100,32
page:1,page:1,لعْنُ المؤمن كقتله ثابت بن الضحاك,(٢) حديث لعن المؤمن كقتله متفق عليه من حديث ثابت بن الضحاك,100,31
page:1,page:1,إن اعتذاري إلى مَنْ جاء يسألني  ماليس عندي من إحدى المصيبات,إِنَّ اعْتِذَارِي إِلَى مَنْ جَاءَ يَسْأَلُنِي,100,28
page:1,page:1,ترجو النجاةً ولم تسلّك مسالكَهًا  إن السسّفينةَ لا تجري على اليبس,تَرْجُو النَّجَاةَ وَلَمْ تَسْلُكْ مَسَالِكَهَا,100,28
page:1,page:1,ا لَهُف قلبي على مال أجُودُ بهد على المُقلِينَ من أهل المروءات,عَلَى الْمُقِلِّينَ مِنْ أَهْلِ الْمُرُوءَاتِ,100,27
page:1,page:1,فإذا اصطنعتٌ صنيعةً فاعُمِدْ بها لله أو لذوي القرابة أو دع,فإذا اصطنعت صنيعة فاعمد بها,100,27
page:1,page:1,فَهِمُوا عن المَلِكِ الجَلِيل كَلامَه  فَهْمًا َذلْ لَه الَقَابُ وَتَخْضَعٌ,فهموا عن الملك الجليل كلامه,100,27
page:1,page:1,قال الحسن : حالي أشدّ من حالهم,قال الحسن حالي أشد من حالهم,100,27
page:1,page:1,والعبدٌُ يزهو على مقدار مَوْلاهُ,والعبد يزهو على مقدار مولاه,100,27
page:1,page:1,كل الأمور إلى المليكِ العادل,كل الأمور إلى المليك العادل,100,27
page:1,page:1,قوم تَلَلهُمْ رَهْوٌ بسيّدهمْ والعبدُ يزهو على مقدار مولاهُ,والعبد يزهو على مقدار مولاه,100,27
page:1,page:1,ومَنْ منح الججُهّال علمًا أضاعه ومَنْ منع المستوجبين فقد ظلم,ومن منع المستوجبين فقد ظلم,100,26
page:1,page:1,وأما الذي يلي فإِنْ ل أو هَمَا تفضّلتُ إِنَّ الفضل بالحلم حاكمٌ,تفضلت إن الفضل بالحلم حاكم,100,26
page:1,page:1,ومن الدلائل أن تراه مسافِرًا,ومن الدلائل أن تراه مسافراً,100,26
page:1,page:1,والقلبٌ فيه مِنّ الحبيب بلابل,والقلب فيه من الحبيب بلابل,100,26
page:1,page:1,ومن الدلائل أن يُرى متفهُمًا,ومن الدلائل أن يرى متفهماً,100,25
page:1,page:1,ومن الدلائل أن تراه مُشَمُرًا,ومن الدلائل أن تراه مشمراً,100,25
page:1,page:1,ومن الدلائل أنْ تراه باكيًا,ومن الدلائل أن تراه باكياً,100,25
page:1,page:1,ومن الدلائل أن تراه راضيًا,ومن الدلائل أن تراه راضياً,100,25
page:1,page:1,فحلُوا بقرب الماجد المتفضل,فحلوا بقرب الماجد المتفضل,100,25
page:1,page:1,ولم أرَ في عُيوب الناس عيبا كتمص القادرين على اتمام,ولم أر في عيوب الناس عيباً,100,25
page:1,page:1,سوف ترى إذا انجلى الغبارٌ أتحتك فرسٌ أم حمار”,سوف ترى إذا انجلى الغبار,100,24
page:1,page:1,فصارٌ يحسّدني مَن كنتٌ أَحسُدُهُ,فصار يحسدني من كنت أحسده,100,24
page:1,page:1,من دار ذل والنعيم الزائل,من دار ذل والنعيم الزائل,100,24
page:1,page:1,أن قد رآه على قبيح فعائل,أن قد رآه على قبيح فعائل,100,24
page:1,page:1,ومصدرهمٌ عنها لِمَا هو أكمل,ومصدرهم عنها لما هو أكمل,100,24
page:1,page:1,متحفُظًا من كل ما هو قائل,متحفظاً من كل ما هو قائل,100,23
page:1,page:1,وعن أنس رضي الله عنه قال : وجد,قَالَ أنس رَضِيَ اللَّهُ عَنْهُ,100,17
page:1,page:1,باطلاع الله عليه » وبقبح التهاون بالمناجى عند غفلة المناجي ؛ ليعود إليه »,فَإِذَا الْتَفَتَ إِلَى غَيْرِهِ فَذَكِّرْهُ بِاطِّلَاعِ الله عليه وَبِقُبْحِ التَّهَاوُنِ بِالْمُنَاجَى عِنْدَ غَفْلَةِ الْمُنَاجِي لِيَعُودَ إليه,98,67
page:1,page:1,فإن النفسَ قد تسخو بالعزم في الحال ؛ إذ لا مشقّة في الوعد والعزم »,الصدق الرابع فِي الْوَفَاءِ بِالْعَزْمِ فَإِنَّ النَّفْسَ قَدْ تَسْخُو بِالْعَزْمِ فِي الْحَالِ إِذْ لَا مَشَقَّةَ فِي الوعد والعزم,98,60
page:1,page:1,وقال مالك بن دينار : ١ إن العالم إذا لم يعمل بعلمه » زلت موعظته,وقال مالك بن دينار إن العالم إذا لم يعمل بعلمه زلت موعظته عن القلوب كما يزل القطر عن الصفا وأنشدوا,98,57
page:1,page:1,ليس الشديد بالصرّعة وإنما الشديد الذي يملك نفسه عند الغضب ا,وقال أبو هريرة قال النبي صلى الله عليه وسلم ليس الشديد بالصرعة وإنما الشديد الذي يملك نفسه عند الغضب(٥),98,57
page:1,page:1,وقال الفضيل : كفى بالله مُحبّا » وبالقرآن مُوْنسًا » وبالموت واعظًا »,وقال الفضيل كفى بالله محباً وبالقرآن مؤنساً وبالموت واعظاً,98,54
page:1,page:1,ومن ذلك : التورّع عن الزينة ؛ لأنه يخاف منها أن تدعو إلى,ومن ذلك التورع عن الزينة لأنه يخاف منها أن تدعو إلى غيرها وإن كانت الزينة مباحة في نفسها,98,51
page:1,page:1,وقال الفضيل : منْ أراد أن ينظر إلى مُراءِ فلينظر إلي,وقال الفضل من أراد أن ينظر إلى مراء فلينظر إلي,98,46
page:1,page:1,وصرتٌ مولى الورئى مُذْ صرت مولائي,وصرت مولى الورى مذ صرت مولائي,98,29
page:1,page:1,ومن الدلائل ضحكُة بين الورئى,ومن الدلائل ضحكه بين الورى,98,26
page:1,page:1,ولديه من تُحَففِ الحبيب وسائل,ولديه من تحف الحبيب وسائل,98,25
page:1,page:1,ومن الدلائل أن يُرى متبسسّمًا,ومن الدلائل أن يرى متبسماً,98,25
page:1,page:1,في يخرقتين على شطوط الساحل,في خرقتين على شطوط الساحل,98,25
page:1,page:1,ومن الدلائل أن تراه مُسَلْمًا,ومن االدلائل أن تراه مسلماً,98,25
page:1,page:1,جعل الذين كفروا في قلوبهم الحميّة ميّة الجاهلية فأنزل الله سكينته على رسوله,قَالَ اللَّهُ تَعَالَى{إِذْ جَعَلَ الَّذِينَ كَفَرُوا فِي قُلُوبِهِمُ الْحَمِيَّةَ حَمِيَّةَ الْجَاهِلِيَّةِ فَأَنْزَلَ اللَّهُ سَكِينَتَهُ عَلَى رَسُولِهِ وَعَلَى},97,73
page:1,page:1,وقال بعض العلماء : والله ما اشتفى حب لله من طاعته » ولو حل بعظيم,وقال بعض العلماء والله ما اشتفى محب لله من طاعته ولو حل بعظيم الوسائل,97,60
page:1,page:1,"٠ لان أدمع دّمعة من خشية الله أحبٌ إل من أن أتصدَّقَ بألف دينار ,''",لأن أدمع دمعة من خشية الله أحب إلي من أن أتصدق بألف دينار,97,56
page:1,page:1,١ + اللَّهُمّ اجعل في قلبي نورًا » وفي لساني نورًا » وفي بصري نورًا »,اللهم اجعل في قلبي نوراً وفي سمعي نوراً وفي بصري نوراً وفي لساني نوراً,97,49
page:1,page:1,الذي وجوده لمولاه لا لنفسه ؛ وهذه درجة الصّدّيقين,فالعبد الحق هو الذي وجوده لمولاه لا لنفسه وهذه درجة الصديقين,97,45
page:1,page:1,فأمهات محاسن الأخلاق هذه الفضائل الأربعة ؛ وهي :,فأمهات محاسن الأخلاق هذه الفضائل الأربعة وهي الحكمة والشجاعة والعفة والعدل والباقي فروعها,97,44
page:1,page:1,وقال الفضيل : « من خاف الله دلّه الخوف على كل غير »,وقال الفضيل من خاف الله دله الخوف على كل خير,97,43
page:1,page:1,"وقال َه : « أفضل الجهاد كلمة حق عند سلطان جائر )""""",وقال صلى الله عليه وسلم أفضل الجهاد كلمة حق عند سلطان جائر(٢),97,41
page:1,page:1,فإذن » لا يخلو العبد ؛ إِمّا أن يكون في طاعة,فإذن لا يخلو العبد إِمَّا أَنْ يَكُونَ فِي طَاعَةٍ أَوْ فِي معصية أو في مباح,97,38
page:1,page:1,"له أن يحترق قلبه بوعد سيده ووعيده , فإنه عبد ذليل بين يدي جبَارٍ قار :",وقال عبد الله بن واقد رأيت ابن عمر يصلي مغلوباً عليه وحق له أن يحترق قلبه بوعد سيده ووعيده فإنه عبد مذنب ذليل بين يدي جبار قاهر,96,64
page:1,page:1,ولا يخلو العبد في جملة أحواله عن بلي لا بدّ له من الصبر عليها »,وَلَا يَخْلُو الْعَبْدُ فِي جُمْلَةِ أَحْوَالِهِ عَنْ بَلِيَّةٍ لَا بُدَّ لَهُ مِنَ الصَّبْرِ عَلَيْهَا وَنِعْمَةٍ لَا بُدَّ لَهُ مِنَ الشُّكْرِ عَلَيْهَا وَكُلُّ ذَلِكَ مِنَ الْمُرَاقَبَةِ,96,60
page:1,page:1,« خرج ابن المبارك يومًا على أصحابه » فقال : إني اجترأتٌ البارحة,وخرج ابن المبارك يوما على أصحابه فقال إني اجترأت البارحة على الله سألته الجنة,96,55
page:1,page:1,وكان إبراهم يمكث بعد الصلاة ساعد كأنه مريض,وكان إبراهيم يمكث بعد الصلاة ساعة كأنه مريض,96,41
page:1,page:1,وجدت اسمي الذي أضلّه أهل البصرة ل,يَا مُرَائِي فَقَالَ يَا هَذِهِ وَجَدْتِ اسْمِي الذي أضله أهل البصرة,96,30
page:1,page:1,موارِدهم فيها على العرّ والنهَى,مواردهم فيها على العز والنهي,96,27
page:1,page:1,ومِنَ الدلائل أن ترى من عزمه,ومن الدلائل أي ترى من عزمه,96,25
page:1,page:1,وفي حُلل التوحيد تمشي وترقل,وفي حلل التوحيد تمشي وترفل,96,25
page:1,page:1,﻿‫ومن الدلائل زهده فيما يرف,ومن الدلائل زهده فيما يرى,96,24
page:1,page:1,سأكْتمْ منْ علمي به ما يصوثة,سأكتم من علمي به ما يصونه,96,24
page:1,page:1,وأمّا الحكمة فيسمّى إفراطها عند الاستعمال في الأغراض الفاسدة : خبّكًا,وأما الحكمة فيسمى إفراطها عند الاستعمال في الأغراض الفاسدة خبثاً وجربزة ويسمى تفريطها بلهاً والوسط هو الذي يختص باسم الحكمة,95,62
page:1,page:1,من كظم غيظًا وهو قادرٌ على أن ينفذه دعاه الله على رؤوس الخلائق,وقال صلى الله عليه وسلم من كظم غيظاً وهو قادر على أن ينفذه دعاه الله على رءوس الخلائق ويخيره من أي الحور شاء(٣),95,59
page:1,page:1,وقال أبو يعقوب النبرجوري : الصدق موافقة الحنٌّ في السر والعلانية,وقال أبو يعقوب النهر جوري الصدق موافقة الحق في السر والعلانية,95,58
page:1,page:1,مشاهدته وإِنْ كانت لا تدهشك ولا تستغرقك » فإنها تميج ج الحياء منك » وقد,مشاهدته وإن كانت لا تدهشك ولا تستغرقك فإنها تهيج الحياء منك,95,58
page:1,page:1,وقال أيضًا : لو اجتمع الخلّق على أن يضعوني كاتضاعي عند نفسي »,وقال أبو سليمان لو اجتمع الخلق على أن يضعوني كاتضاعي عند نفسي ما قدروا عليه,95,54
page:1,page:1,"اكلفوا من العمل ما تطيقون, فإن الله لا يمل حتى تملوا لق ا",(٤) حديث تكلفوا من العمل ما تطيقون فإن الله لا يمل حتى تملوا متفق عليه من حديث عائشة بلفظ اكلفوا,95,54
page:1,page:1,ما شبع آل محمد منذ قدم المدينة من طعام البرّ ثلاث ليال تباعًا,وقال حديث حسن وللشيخين من حديثها ما شبع آل محمد منذ قدم المدينة من طعام ثلاث ليال تباعا حتى قبض,95,54
page:1,page:1,الفُضيل بن عياض : كفى بالله مُحبّا » وبالقرآن مؤنسًا » وبالموت واعظًا »,وقال الفضيل كفى بالله محباً وبالقرآن مؤنساً وبالموت واعظاً,95,50
page:1,page:1,قال ميمون بن مهران : « من لم يرض بالقضاء » فليس لحُمقه,وقال ميمون بن مهران من لم يرض بالقضاء فليس لحمقه دواء,95,47
page:1,page:1,فمساواة السريرة للعلانية أحدٌ أنواع الصدق,فإذن مساواة السريرة للعلانية أحد أنواع الصدق,95,40
page:1,page:1,قال : اكتبوا له : « بسم الله الرحمن الرحيم,(١) بسم الله الرحمن الرحيم,95,23
page:1,page:1,العُمرِي فيه : « بسم الله الرحمن الرحيم,(١) بسم الله الرحمن الرحيم,95,23
page:1,page:1,ومِنْ بعد هذا ما تدِقٌ صفائة,ومن بعد هذا ما تدق صفاته,95,23
page:1,page:1,وما كنْمُهُ أولى لديه وأعدل,وما كتمه أولى لديه وأعدل,95,23
page:1,page:1,على ظهر الكتاب  : بسم الله الرحمن الرحيم,(١) بسم الله الرحمن الرحيم,95,23
page:1,page:1,لا إله إلا الله وحده لا شريك له له الملك وله الحمد وهو المغيرة بن شعبة 2 81/١,(٢) حديث القول عقب الصلوات لَا إِلَهَ إِلَّا اللَّهُ وَحْدَهُ لَا شَرِيكَ لَهُ لَهُ الْمُلْكُ وَلَهُ الْحَمْدُ وَهُوَ عَلَى كل شيء قدير متفق عليه من حديث المغيرة بن شعبة,94,70
page:1,page:1,وكان أبو عبد الرحمن الزاهد يقول : إلهي » عاملتٌ الناسر فيما بيني وبينهم,وكان أبو عبد الرحمن الزاهد يقول إلهي عاملت الناس فيما بيني وبينهم بالأمانة وعاملتك فيما بيني وبينك بالخيانة ويبكي,94,65
page:1,page:1,التعال السبتية » فقال : أما أنا فلا أستعملها » ولكن إِنْ كان للطين فأرجو »,وقد سئل أحمد بن حنبل عن النعال السبتية فقال أما أنا فلا استعملها ولكن إن كان للطين فأرجو وأما من أراد الزينة فلا ومن ذلك أن عمر,94,63
page:1,page:1,"تتكشف أسرار الكلمات , فهذا حق القراءة » وهو حق الأذكار والتسبيحات",وَالصَّلَاةُ مِفْتَاحُ الْقُلُوبِ فِيهَا تَنْكَشِفُ أَسْرَارُ الْكَلِمَاتِ فَهَذَا حَقُّ الْقِرَاءَةِ وَهُوَ حَقُّ الْأَذْكَارِ وَالتَّسْبِيحَاتِ أَيْضًا,94,61
page:1,page:1,قال الثوري وبشر الحافي : لا يكره الموت إلا مريب ؛ لأ الحبيبٌ على,وقد كان الثوري وبشر الحافي يقولان لا يكره الموت إلا مريب لأن الحبيب على كل حال لا يكره لقاء حبيبه,94,58
page:1,page:1,الموت والقيامة والآخرة ثم ييكون » حتى كأن بين أيديهم جنازة,وكان عمر بن عبد العزيز يجمع كل ليلة الفقهاء فيتذا كرون الموت والقيامة والآخرة ثم يبكون حتى كأن بين أيديهم جنازة,94,55
page:1,page:1,رواه أبو داود والترمذي وابن ماجة وابن حبان في صحيحه,(٢) حديث العلماء ورثة الأنبياء أخرجه أبو داود والترمذي وابن ماجه وابن حبان في صحيحه من حديث أبي الدرداء,94,50
page:1,page:1,ومن عُلْرَ الحمّةِ في الصلاة مراعاةٌ المعاني الباطنة التي تتم بها حياةٌ الصلاة :,[بيان المعاني الباطنة التي تتم بها حياة الصلاة],94,42
page:1,page:1,من الهمة في الصلاة مراعاة المعاني الباطنة التى تتم بها حياة الصلاة 814١,[بيان المعاني الباطنة التي تتم بها حياة الصلاة],94,42
page:1,page:1,"ويا هذه , وجدت اسمي الذي أضْلَّه أهل البصرة » :",يَا مُرَائِي فَقَالَ يَا هَذِهِ وَجَدْتِ اسْمِي الذي أضله أهل البصرة,94,37
page:1,page:1,"يا هذه , وجدت اسمي الذي أَضلّه أهل البصرة » 559",يَا مُرَائِي فَقَالَ يَا هَذِهِ وَجَدْتِ اسْمِي الذي أضله أهل البصرة,94,37
page:1,page:1,"وعرف المنصور مذهبه » فلم يُجد عليه في روه""",وعرف المنصور مذهبه فلم يجد عليه في ذلك,94,35
page:1,page:1,إلى هله في السسّرٌ والصّوْن أَججمل,إلى أهله في السر والصون أجمل,94,27
page:1,page:1,تاهُوا بهِ عمِّنْ سواه له يا حسْنَ رؤيتهم في حُسْن ما تاهوا,يا حسن رؤيتهم في عز ما تاهوا,94,26
page:1,page:1,لكارمر من يحظى لديه السائل,لكلام من يحظى لديه السائل,94,24
page:1,page:1,"أحدهم : فأوى إلى الله فاواه , وأما الآخر : فاستحيا فاستحيا الله منه » وأما",أَمَّا أَحَدُهُمْ فَأَوَى إِلَى اللَّهِ فَآوَاهُ اللَّهُ وَأَمَّا الثَّانِي فَاسْتَحْيَا فَاسْتَحْيَا اللَّهُ مِنْهُ وَأَمَّا الثَّالِثُ فَأَعْرَضَ فأعرض الله عنه(٩),93,64
page:1,page:1,فنحيتٌ نفسي عنه » فأخذ ثيابي فجرَّن إلى نفسه وقال لي : لِمّ تفعلون بي ما,قال ابن وهب جلست إلى عبد العزيز بن أبي رواد فمس فخذي فخذه فنحيت نفسي عنه فأخذ ثيابي فجرني إلى نفسه وقال لي لم تفعلون بي,93,60
page:1,page:1,"وإن كان في معصيته : فمراقبته بالتوبة » والندم » والإقلاع , والحياء »",وَإِنْ كَانَ فِي مَعْصِيَةٍ فَمُرَاقَبَتُهُ بِالتَّوْبَةِ وَالنَّدَمِ والإقلاع والحياء والاشتغال بالتفكر,93,57
page:1,page:1,"قال مطرّف بن عبد الله : لَأن أعافى فأشكُر , أحبٌ إل من أن أبتلى",وقال مطرف بن عبد الله لأن أعافى فأشكر أحب إلي من أن أبتلى فأصبر,93,55
page:1,page:1,اللهم اجعل في قلبي نورًا وفي لساني نورّاء وفي بصري نورًا ابن عباس ١/٠,اللهم اجعل في قلبي نوراً وفي سمعي نوراً وفي بصري نوراً وفي لساني نوراً,93,54
page:1,page:1,أما الكفر الخفي : فهو ضعف إيمانك بيوم الحساب » وقلة معرقتك,أما الكفر الخفى فهو ضعف إيمانك بيوم الحساب وقلة معرفتك بعظم قدر الثواب والعقاب,93,53
page:1,page:1,يرد الله سبحانه عليك سلامًا وافيًا بعدد عباده الصالحين » ثم تشهد له تعالى,ثُمَّ تَأْمُلُ أَنْ يَرُدَّ اللَّهُ سُبْحَانَهُ عَلَيْكَ سَلَامًا وَافِيًا بِعَدَدِ عِبَادِهِ الصَّالِحِينَ,93,52
page:1,page:1,جِوْف الظلام فمالهُ من عاؤِل,جوف الظلام فما له من عاذل,93,23
page:1,page:1,على أن للرحملن سِرًا يصوتُة,على أن للرحمن سراً يصونه,93,22
page:1,page:1,« بسم الله الرحمنٍ الرحم :,(١) بسم الله الرحمن الرحيم,93,21
page:1,page:1,ثم النفسسٌ غريمٌ يمكن أن يستوفى منه الديون ؛ أمّا بعضها فبالغرامة,ثم النفس غريم يمكن أن يستوفى منه الديون أما بعضها فبالغرامة والضمان وبعضها برد عينه وبعضها,92,59
page:1,page:1,"فمراقبته في الطاعة : بالإخلاص , والكمال , ومراعاة الأدب » وحراستها",فمراقبته في الطاعة بِالْإِخْلَاصِ وَالْإِكْمَالِ وَمُرَاعَاةِ الْأَدَبِ وَحِرَاسَتِهَا عَنِ الْآفَاتِ,92,58
page:1,page:1,رسول الله َيه : « ثلاث مُنجيات : خشية الله في السرّ والعلانية » والعدل,وقال صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ ثَلَاثٌ مُنْجِيَاتٌ خَشْيَةُ اللَّهِ فِي السِّرِّ وَالْعَلَانِيَةِ وَالْقَصْدُ فِي الْغِنَى والفقر والعدل في الرضا والغضب(٣),92,57
page:1,page:1,وقال الحسن : رحم الله عدا وقف عند همّه ؛ فإن كان لله مضى ع,وقال الحسن رحم الله تعالى عبداً وقف عند همه فإن كان لله مضى وإن كان لغيره تأخر,92,52
page:1,page:1,له اين المبارك : إن نظرك في مثل هذا ضاق عليك الخبز,ابن المبارك إن نظرت في مثل هذا ضاق عليك الخبز,92,43
page:1,page:1,قام أبو عبيدة بن الجراح رضي الله عنه بدعوة الرُوميين إلى الإسلام,وقال أبو عبيدة بن الجراح رضي الله عنه,92,35
page:1,page:1,وتركوا الأمر بالمعروف والنهي عن المنكر » ولم يهتموا بإقامة الحدود,[كتاب الأمر بالمعروف والنهي عن المنكر],92,34
page:1,page:1,برك الأمر بالمعروف والنهي عن المنكر ؛ وذلك لأن الشيوخ بقؤا يُضربون,[كتاب الأمر بالمعروف والنهي عن المنكر],92,33
page:1,page:1,الثوري إمام الدنيا في الأمر بالمعروف والنهي عن المنكر: يبول الدم,[كتاب الأمر بالمعروف والنهي عن المنكر],92,33
page:1,page:1,والنفقة في العسر واليسر » وعلى الأمر بالمعروف والنهي عن المنكر » وأن,[كتاب الأمر بالمعروف والنهي عن المنكر],92,33
page:1,page:1,"طويل في الأمر بالمعروف والنهي عن المنكر , مواجهًا به أهل المراتب",[كتاب الأمر بالمعروف والنهي عن المنكر],92,32
